M,0.498,0.508,0.415
A,-2.466,0.121,-62.040
D,0.553125,0.552083,0.377000
D,0.554688,0.552083,0.377000
D,0.556250,0.552083,0.376000
D,0.557813,0.552083,0.376000
D,0.559375,0.552083,0.375000
D,0.560938,0.552083,0.375000
D,0.562500,0.552083,0.374000
D,0.564062,0.552083,0.374000
D,0.565625,0.552083,0.373000
D,0.567187,0.552083,0.373000
D,0.568750,0.552083,0.373000
D,0.570313,0.552083,0.372000
D,0.571875,0.552083,0.372000
D,0.654688,0.552083,0.367000
D,0.656250,0.552083,0.367000
D,0.657812,0.552083,0.368000
D,0.659375,0.552083,0.368000
D,0.660937,0.552083,0.368000
D,0.662500,0.552083,0.368000
D,0.664063,0.552083,0.369000
D,0.665625,0.552083,0.369000
D,0.676562,0.552083,0.373000
D,0.678125,0.552083,0.373000
D,0.679688,0.552083,0.375000
D,0.681250,0.552083,0.376000
D,0.682813,0.552083,0.376000
D,0.684375,0.552083,0.376000
D,0.685938,0.552083,0.377000
D,0.687500,0.552083,0.377000
D,0.689062,0.552083,0.377000
D,0.690625,0.552083,0.378000
D,0.692187,0.552083,0.378000
D,0.693750,0.552083,0.378000
D,0.695313,0.552083,0.378000
D,0.553125,0.554167,0.377000
D,0.554688,0.554167,0.377000
D,0.556250,0.554167,0.376000
D,0.557813,0.554167,0.376000
D,0.559375,0.554167,0.375000
D,0.560938,0.554167,0.374000
D,0.562500,0.554167,0.374000
D,0.564062,0.554167,0.373000
D,0.565625,0.554167,0.373000
D,0.567187,0.554167,0.372000
D,0.568750,0.554167,0.372000
D,0.570313,0.554167,0.372000
D,0.571875,0.554167,0.371000
D,0.573438,0.554167,0.371000
D,0.575000,0.554167,0.371000
D,0.576563,0.554167,0.370000
D,0.578125,0.554167,0.370000
D,0.579687,0.554167,0.370000
D,0.581250,0.554167,0.369000
D,0.582812,0.554167,0.369000
D,0.584375,0.554167,0.369000
D,0.585938,0.554167,0.368000
D,0.587500,0.554167,0.368000
D,0.589063,0.554167,0.368000
D,0.590625,0.554167,0.368000
D,0.592188,0.554167,0.367000
D,0.593750,0.554167,0.367000
D,0.595312,0.554167,0.367000
D,0.596875,0.554167,0.367000
D,0.598437,0.554167,0.367000
D,0.600000,0.554167,0.367000
D,0.601563,0.554167,0.367000
D,0.604688,0.554167,0.366000
D,0.606250,0.554167,0.366000
D,0.607813,0.554167,0.366000
D,0.621875,0.554167,0.366000
D,0.623438,0.554167,0.366000
D,0.642187,0.554167,0.366000
D,0.643750,0.554167,0.366000
D,0.648438,0.554167,0.367000
D,0.650000,0.554167,0.367000
D,0.651563,0.554167,0.367000
D,0.653125,0.554167,0.367000
D,0.654688,0.554167,0.367000
D,0.656250,0.554167,0.367000
D,0.657812,0.554167,0.368000
D,0.659375,0.554167,0.368000
D,0.660937,0.554167,0.368000
D,0.662500,0.554167,0.368000
D,0.664063,0.554167,0.368000
D,0.665625,0.554167,0.369000
D,0.667188,0.554167,0.369000
D,0.668750,0.554167,0.369000
D,0.670313,0.554167,0.370000
D,0.671875,0.554167,0.370000
D,0.673437,0.554167,0.371000
D,0.675000,0.554167,0.371000
D,0.676562,0.554167,0.372000
D,0.678125,0.554167,0.373000
D,0.679688,0.554167,0.375000
D,0.681250,0.554167,0.376000
