M,390.000,248.000,0.398
M2,261.000,247.000,0.378
M3,238.000,240.000,0.376
A,-2.988,-0.159,-70.120
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.780392,0.639216,0.639216
D,0.827451,0.686275,0.686275
D,0.796078,0.654902,0.654902
D,0.733333,0.592157,0.592157
D,0.800000,0.658824,0.658824
D,0.800000,0.658824,0.658824
D,0.788235,0.647059,0.647059
D,0.850980,0.709804,0.709804
D,0.749020,0.607843,0.607843
D,0.803922,0.662745,0.662745
D,0.882353,0.760784,0.752941
D,0.847059,0.725490,0.717647
D,0.898039,0.788235,0.784314
D,0.847059,0.737255,0.733333
D,0.839216,0.737255,0.737255
D,0.886275,0.784314,0.784314
D,0.866667,0.776471,0.772549
D,0.886275,0.796078,0.792157
D,0.858824,0.764706,0.772549
D,0.886275,0.792157,0.800000
D,0.874510,0.788235,0.796078
D,0.866667,0.780392,0.788235
D,0.827451,0.764706,0.745098
D,0.760784,0.698039,0.678431
D,0.694118,0.654902,0.600000
D,0.694118,0.654902,0.600000
D,0.709804,0.670588,0.615686
D,0.772549,0.733333,0.678431
D,0.749020,0.686275,0.666667
D,0.745098,0.682353,0.662745
D,0.713725,0.639216,0.631373
D,0.658824,0.584314,0.576471
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.960784,0.839216,0.831373
D,0.941176,0.819608,0.811765
D,0.952941,0.843137,0.831373
D,0.898039,0.788235,0.776471
D,0.941176,0.839216,0.839216
D,0.913725,0.811765,0.811765
D,0.886275,0.784314,0.784314
D,0.870588,0.768627,0.768627
D,0.839216,0.749020,0.745098
D,0.894118,0.803922,0.800000
D,0.905882,0.815686,0.811765
D,0.886275,0.796078,0.792157
D,0.886275,0.796078,0.784314
D,0.874510,0.784314,0.772549
D,0.878431,0.796078,0.784314
D,0.815686,0.733333,0.721569
D,0.768627,0.682353,0.690196
D,0.800000,0.713725,0.721569
D,0.811765,0.725490,0.733333
D,0.796078,0.709804,0.717647
D,0.713725,0.635294,0.639216
D,0.741176,0.662745,0.666667
D,0.752941,0.698039,0.666667
D,0.643137,0.588235,0.556863
D,0.674510,0.666667,0.584314
D,0.670588,0.662745,0.580392
D,0.670588,0.662745,0.588235
D,0.705882,0.698039,0.623529
D,0.749020,0.686275,0.658824
D,0.729412,0.666667,0.639216
D,0.749020,0.666667,0.662745
D,0.760784,0.678431,0.674510
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.000000,0.000000,0.000000
D,0.733333,0.631373,0.615686
D,0.745098,0.643137,0.627451
D,0.847059,0.745098,0.737255
D,0.800000,0.698039,0.690196
D,0.835294,0.745098,0.741176
D,0.725490,0.635294,0.631373
D,0.745098,0.643137,0.643137
D,0.835294,0.733333,0.733333
D,0.807843,0.717647,0.713725
D,0.803922,0.713725,0.709804
D,0.780392,0.690196,0.686275
D,0.776471,0.686275,0.682353
D,0.819608,0.729412,0.717647
D,0.819608,0.729412,0.717647
D,0.815686,0.733333,0.721569
D,0.819608,0.737255,0.725490
D,0.819608,0.745098,0.737255
D,0.839216,0.764706,0.756863
D,0.788235,0.701961,0.709804
